time,open,high,low,close,volume
1753748640000,6699.5,6699.5,6698.75,6698.75,34
1753748700000,6698.75,6700.5,6698.75,6700.25,225
1753748760000,6700.25,6700.25,6699.75,6700.0,71
1753748820000,6700.0,6700.25,6699.5,6699.5,69
1753748880000,6699.75,6700.25,6699.75,6700.0,28
1753748940000,6700.0,6700.0,6699.5,6699.75,72
1753749000000,6700.0,6700.0,6699.75,6700.0,56
1753749060000,6700.0,6700.5,6700.0,6700.25,29
1753749120000,6700.25,6700.75,6700.25,6700.5,87
1753749180000,6700.5,6700.75,6700.25,6700.5,71
1753749240000,6700.25,6700.5,6700.0,6700.5,42
1753749300000,6700.5,6701.0,6700.25,6700.5,106
1753749360000,6701.0,6701.0,6700.5,6700.5,26
1753749420000,6700.75,6701.0,6700.75,6700.75,32
1753749480000,6700.5,6700.75,6700.5,6700.5,36
1753749540000,6700.25,6700.5,6700.0,6700.0,34
1753749600000,6700.0,6700.0,6699.25,6699.25,79
1753749660000,6699.5,6699.75,6699.25,6699.5,79
1753749720000,6699.25,6700.5,6699.25,6700.25,75
1753749780000,6700.25,6700.75,6700.25,6700.25,60
1753749840000,6700.5,6700.5,6700.25,6700.25,60
1753749900000,6700.25,6700.25,6700.0,6700.25,49
1753749960000,6700.25,6700.5,6700.25,6700.25,31
1753750020000,6700.5,6700.5,6700.25,6700.25,37
1753750080000,6700.25,6700.25,6699.5,6699.5,37
1753750140000,6699.5,6699.75,6699.5,6699.75,5
1753750200000,6699.75,6699.75,6699.5,6699.75,45
1753750260000,6699.75,6699.75,6699.5,6699.75,23
1753750320000,6699.75,6699.75,6699.5,6699.5,23
1753750380000,6699.5,6700.0,6699.5,6700.0,34
1753750440000,6699.75,6699.75,6699.25,6699.25,46
1753750500000,6699.25,6700.0,6699.25,6699.75,47
1753750560000,6699.75,6700.0,6699.5,6699.75,69
1753750620000,6699.75,6699.75,6699.25,6699.5,14
1753750680000,6699.75,6699.75,6699.25,6699.25,16
1753750740000,6699.75,6700.0,6699.75,6699.75,21
1753750800000,6699.75,6700.0,6699.5,6699.75,26
1753750860000,6699.75,6699.75,6699.25,6699.5,48
1753750920000,6699.5,6699.75,6699.5,6699.5,30
1753750980000,6699.5,6700.0,6699.25,6700.0,16
1753751040000,6699.5,6699.75,6699.5,6699.75,25
1753751100000,6699.75,6700.5,6699.75,6700.25,53
1753751160000,6700.5,6700.5,6700.0,6700.0,33
1753751220000,6700.0,6700.25,6699.75,6699.75,26
1753751280000,6699.75,6700.0,6699.75,6700.0,20
1753751340000,6700.25,6701.25,6700.25,6701.25,101
1753751400000,6701.0,6701.0,6700.0,6700.0,66
1753751460000,6700.5,6700.5,6699.75,6700.25,53
1753751520000,6700.25,6700.25,6700.0,6700.0,37
1753751580000,6700.0,6700.5,6700.0,6700.5,25
1753751640000,6700.25,6701.25,6700.25,6701.0,94
1753751700000,6701.25,6701.5,6701.0,6701.5,158
1753751760000,6701.5,6701.75,6701.25,6701.75,137
1753751820000,6701.75,6702.25,6701.5,6701.75,143
1753751880000,6702.0,6702.0,6701.5,6701.75,63
1753751940000,6701.75,6702.0,6701.75,6701.75,31
1753752000000,6702.0,6702.25,6701.75,6702.25,104
1753752060000,6702.0,6702.5,6702.0,6702.25,117
1753752120000,6702.25,6702.5,6702.0,6702.0,60
1753752180000,6702.0,6702.0,6701.5,6701.75,51
1753752240000,6701.75,6701.75,6701.5,6701.75,84
1753752300000,6701.5,6702.0,6701.5,6701.75,53
1753752360000,6702.0,6702.0,6701.5,6701.5,43
1753752420000,6701.75,6701.75,6701.5,6701.5,14
1753752480000,6701.5,6701.75,6701.5,6701.75,18
1753752540000,6701.5,6702.0,6701.5,6702.0,27
1753752600000,6701.75,6702.0,6701.75,6702.0,54
1753752660000,6702.0,6702.75,6701.75,6702.5,132
1753752720000,6702.5,6702.75,6702.0,6702.0,99
1753752780000,6702.25,6702.75,6702.0,6702.5,73
1753752840000,6702.25,6702.5,6702.25,6702.5,36
1753752900000,6702.5,6702.75,6702.0,6702.0,41
1753752960000,6702.25,6702.25,6702.0,6702.25,49
1753753020000,6702.25,6702.5,6702.0,6702.0,17
1753753080000,6702.0,6702.25,6702.0,6702.0,20
1753753140000,6702.25,6702.5,6701.5,6701.5,54
1753753200000,6701.5,6702.0,6701.5,6701.5,64
1753753260000,6701.75,6702.0,6701.5,6701.75,32
1753753320000,6702.0,6702.0,6701.75,6701.75,39
1753753380000,6701.75,6702.0,6701.75,6702.0,34
1753753440000,6702.0,6702.25,6701.75,6702.0,73
1753753500000,6702.0,6702.25,6701.75,6701.75,30
1753753560000,6701.75,6702.0,6701.75,6702.0,21
1753753620000,6701.5,6702.0,6701.5,6701.75,38
1753753680000,6702.0,6702.25,6701.75,6702.0,35
1753753740000,6702.0,6702.25,6701.75,6701.75,59
1753753800000,6702.0,6702.0,6701.5,6701.75,53
1753753860000,6701.75,6701.75,6701.5,6701.5,23
1753753920000,6701.5,6701.75,6701.25,6701.5,38
1753753980000,6701.5,6701.5,6701.0,6701.0,68
1753754040000,6701.25,6701.5,6701.0,6701.25,21
1753754100000,6701.5,6701.5,6700.75,6700.75,42
1753754160000,6700.75,6701.0,6699.75,6700.0,241
